Level,Hierarchical structure,Code,Parent,Class title,Superscript,Class definition
3,Class,42.2710,42.27,Developmental and adolescent psychology,,"This instructional program class comprises any program that focuses on the scientific study of the unique stages of psychological growth and development of individuals from adolescence to adulthood. These programs include courses in cognitive and perceptual development, emotional development, personality development, the effects of biological maturation on behaviour, theories of cognitive growth and related research methods, testing and assessment methods for different age levels, research on child and adolescent behaviour therapy, and the psychology of aging."
3,Class,42.2799,42.27,"Research and experimental psychology, other",,This instructional program class comprises any program not listed above that relates to Research and experimental psychology.
2,Subseries,42.28,42.,"Clinical, counselling and applied psychology",,This subseries comprises instructional program classes 42.2801 to 42.2899.
3,Class,42.2801,42.28,Clinical psychology,,"This instructional program class comprises any program that prepares individuals for the independent professional practice of clinical psychology, involving the analysis, diagnosis, and clinical treatment of psychological disorders and behavioural pathologies. These programs include courses in clinical assessment and diagnosis, personality appraisal, psychopathology, clinical psychopharmacology, behaviour modification, therapeutic intervention skills, patient interviewing, personalized and group therapy, child and adolescent therapy, cognitive and behavioural therapy, supervised clinical practice, ethical standards, and applicable regulations."
3,Class,42.2802,42.28,Community psychology,,"This instructional program class comprises any program that prepares individuals to apply psychological principles to the analysis of social problems, and the implementation of intervention strategies for addressing these problems. These programs include courses in social ecology, primary and secondary prevention of social pathologies, social intervention strategies and tactics, large group counselling, social services systems behaviour, creating settings, cultural stress, and the dynamics of social change."
3,Class,42.2803,42.28,Counselling psychology,,"This instructional program class comprises any program that prepares individuals for the independent professional practice of psychological counselling, involving the provision of therapeutic services to individuals and groups experiencing psychological problems and exhibiting distress symptoms. These programs include courses in counselling theory, therapeutic intervention strategies, patient/counsellor relationships, testing and assessment methods and procedures, group therapy, marital and family therapy, child and adolescent therapy, supervised counselling practice, ethical standards, and applicable regulations."
3,Class,42.2804,42.28,Industrial and organizational psychology,,"This instructional program class comprises any program that focuses on the scientific study of individual and group behaviour in institutional settings, applications to related problems of organization and industry, and that prepares individuals to apply such principles in industrial and organizational settings. These programs include courses in group behaviour theory, organizational theory, reward/punishment structures, human-machine and human-computer interactions, motivation dynamics, human stress studies, environmental and organizational influences on behaviour, alienation and satisfaction, and job testing and assessment."
3,Class,42.2805,42.28,School psychology,,"This instructional program class comprises any program that prepares individuals to apply clinical and counselling psychology principles to the diagnosis and treatment of student behavioural problems. These programs include courses in child and/or adolescent development; learning theory; testing, observation and other procedures for assessing educational, personality, intelligence and motor skill development; therapeutic intervention strategies for students and families; identification and classification of disabilities and disorders affecting learning; school psychological services planning; supervised counselling practice; ethical standards; and applicable regulations."
3,Class,42.2806,42.28,Educational psychology,,"This instructional program class comprises any program that focuses on the application of psychology to the study of the behaviour of individuals in the roles of teacher and learner, the nature and effects of learning environments, and the psychological effects of methods, resources, organization and non-school experience on the educational process. These programs include courses in learning theory, human growth and development, research methods, and psychological evaluation."
3,Class,42.2807,42.28,Clinical child psychology,,"This instructional program class comprises any program that prepares individuals for the independent professional practice of clinical child psychology and that focuses on the developmental processes of children and associated disorders. These programs include courses in developmental neuropsychology, child psychopathology, testing of children and adolescents, pediatric psychology, psychosocial variables in child development, family therapy, behavioural assessment and intervention, clinical skills, consultation, professional standards and ethics, and applications to topics such as infancy, childhood, and adolescence."
3,Class,42.2808,42.28,Environmental psychology,,"This instructional program class comprises any program that focuses on the study of behavioural interactions between human beings and the environment in individual and group contexts, and ways to improve them. These programs include courses in contextual theory; statistics; physiological, social, and psychological responses to natural and technological hazards and disease; environmental perception and cognition; loneliness and stress; and psychological aspects of environmental design and planning."
3,Class,42.2809,42.28,Geropsychology,,"This instructional program class comprises any program that focuses on the psychology of aging and of elderly individuals and populations, with reference to growth and decline across the lifespan. These programs include courses in gerontology, developmental and adult psychology, age-related development and decline of cognitive processes, age-related psychological and neurological disorders, social and personality development in aging populations and individuals, and applications to the clinical treatment and care of older adults."
3,Class,42.2810,42.28,Health/medical psychology,,"This instructional program class comprises any program that focuses on the psychological study of health, illness, and recovery, from the perspective that these phenomena arise from a combination of physical, behavioural, and social conditions. These programs include courses in abnormal and social psychology, psychophysiology, psychopharmacology, learning processes, clinical and behavioural therapies, biopsychosocial modelling, clinical procedures and assessment, preventive education, psychotherapy, rehabilitation processes, and research methods."
3,Class,42.2811,42.28,Family psychology,,"This instructional program class comprises any program that prepares individuals to provide therapeutic, evaluative, and research services to families and individuals in the family unit context. These programs include courses in natural and family systems theory, family and group rituals, family evaluation and assessment, marital and couples therapy, sex therapy, parenting, interviewing techniques, genogram construction, family sculpting, diversity issues, family violence, family law, and professional standards and ethics."
3,Class,42.2812,42.28,Forensic psychology,,"This instructional program class comprises any program that prepares individuals to apply clinical, counselling, school, and neuropsychology skills to the provision of psychological services within the criminal justice and civil legal systems, including consultation, assessment, and interventions. These programs include courses in the epidemiology of mental/behavioural disorders, risk factors for violence and criminality, profiling and patterning, psychological testing, prediction and intervention measurement, forensic assessment, criminal and civil law and procedures, secure environments, forensic treatment and intervention skills, and professional standards and ethics."
3,Class,42.2813,42.28,Applied psychology,,"This instructional program class comprises any program that focuses on the application of psychological theories and methods to real-world settings and problems, such as business and industry, government, education, military, and community settings. These programs include courses in applications of psychology, industrial/organizational psychology, developmental psychology, social psychology, cognitive psychology, counselling, human factors, research methods and statistics, and program evaluation."
3,Class,42.2814,42.28,Applied behaviour analysis,,"This instructional program class comprises any program that focuses on the application of principles of learning and behaviour to enhance the development, abilities, and choices of children and adults; and that prepares individuals to address the behavioural needs of individuals, especially those with developmental disabilities and autism. These programs include courses in behaviour analysis and learning, behavioural and functional assessment, developmental psychology, applied behavioural analysis in developmental disabilities and autism, applied behavioural analysis in mental health and aging, research methods, evaluation of interventions, and professional and ethical issues."
3,Class,42.2815,42.28,Performance and sport psychology,,"This instructional program class comprises any program that focuses on the motor, physiological, and psychosocial aspects of sport behaviour. These programs include courses in applied sport psychology, clinical mental health counselling, coaching, exercise physiology, ethical performance enhancement, human development, leadership and team building, mind-body practices, neuroscience, and personality and health."
3,Class,42.2816,42.28,Somatic psychology,,"This instructional program class comprises any program that focuses on a holistic approach to solving interpersonal issues and psychological problems. These programs include courses in authentic movement, body-mind balance and integration, contact improvisation, dance, Pilates, Tai Chi, relaxation techniques, and Yoga."
3,Class,42.2817,42.28,Transpersonal/spiritual psychology,,"This instructional program class comprises any program that prepares individuals to pursue spiritual and psychological practices for counselling. These programs include courses in emotional intelligence, expressive movement, healing practices and rituals, human consciousness, movement and meditation, psychosomatic connection, spiritual systems and wellness, transpersonal counselling, and therapeutic trance."
3,Class,42.2899,42.28,"Clinical, counselling and applied psychology, other",,"This instructional program class comprises any program not listed above that relates to Clinical, counselling and applied psychology."
2,Subseries,42.99,42.,"Psychology, other",,This subseries comprises instructional program class 42.9999.
3,Class,42.9999,42.99,"Psychology, other",,This instructional program class comprises any program not listed above that relates to Psychology.
1,Series,43.,,Security and protective services,,"This series comprises instructional programs that focus on the principles and procedures for providing police, fire, specialized security and protective services, other safety services and managing penal institutions."
2,Subseries,43.01,43.,Criminal justice and corrections,,This subseries comprises instructional program classes 43.0100 to 43.0199.
3,Class,43.0100,43.01,"Criminal justice and corrections, general",,"This instructional program class comprises any program that focuses on the general study of criminal justice and corrections. These programs include courses in criminology, criminal justice, correctional science, forensic science, law enforcement, psychology, and ethics."
3,Class,43.0102,43.01,Corrections,,This instructional program class comprises any program that prepares individuals to study the theories and principles of correctional science and to function as professional corrections officers and other workers in incarceration facilities.
3,Class,43.0103,43.01,Criminal justice/law enforcement administration,,"This instructional program class comprises any program that prepares individuals to apply theories and practices of organization management and criminal justice to the administration of public law enforcement agencies and operations. These programs include courses in law enforcement history and theory, operational command leadership, administration of public police organizations, labour relations, incident response strategies, legal and regulatory responsibilities, budgeting, public relations, and organizational leadership."
3,Class,43.0104,43.01,Criminal justice/safety studies,,"This instructional program class comprises any program that focuses on the criminal justice system, its organizational components and processes, and its legal and public policy contexts. These programs include courses in criminal law and policy, police and correctional systems organization, the administration of justice and the judiciary, and public attitudes regarding criminal justice issues."
3,Class,43.0107,43.01,Criminal justice/police science,,"This instructional program class comprises any program that prepares individuals to perform the duties of police and public security officers, including patrol and investigative activities, traffic control, crowd control and public relations, witness interviewing, evidence collection and management, basic crime prevention methods, weapon and equipment operation and maintenance, report preparation and other routine law enforcement responsibilities."
3,Class,43.0109,43.01,Security and loss prevention services,,"This instructional program class comprises any program that prepares individuals to perform routine inspection, patrol and crime prevention services for security companies. These programs include courses in the provision of personal protection as well as property security."
3,Class,43.0110,43.01,Juvenile corrections,,"This instructional program class comprises any program that prepares individuals to specialize in the provision of correction services to underage minor populations. These programs include courses in corrections, juvenile delinquency, juvenile development and psychology, juvenile law, and justice administration, social services, record keeping procedures, and communication skills."
3,Class,43.0112,43.01,Securities services administration/management,,"This instructional program class comprises any program that prepares individuals to plan, manage, and supervise services providing private security protection for people and property and related investigative and consulting functions. These programs include courses in security and loss prevention services, private security and investigation techniques, security technologies, personnel management, business operations, marketing, applicable laws and regulations, and client relations."
3,Class,43.0113,43.01,Corrections administration,,"This instructional program class comprises any program that prepares individuals to plan and manage institutional facilities and programs for housing and rehabilitating prisoners in the public and/or private sectors. These programs include courses in the principles and practice of correction, facilities planning and management, safety and security, social and health services, staff and inmate management, budgeting, communication skills, correctional psychology, and applications to specific types of correctional facilities approaches."
3,Class,43.0114,43.01,Law enforcement investigation and interviewing,,"This instructional program class comprises any program focusing on the principles, procedures, techniques, legal concerns, and problems associated with a criminal investigation. These programs include courses in administrative law and procedures; courtroom evidence management and preparation; case presentation and court testimony; description and identification; federal criminal law and procedures and federal, provincial, territorial, and municipal quasi-criminal law and procedures; informant and suspect rights; officer liability; informant and witness management; victim awareness; interviewing techniques; psychology; criminal investigation methods and procedures; report writing and documentation; investigative techniques; and case management."
3,Class,43.0115,43.01,Law enforcement record keeping and evidence management,,"This instructional program class comprises any program focusing on the principles and procedures for managing records in police or other security offices, including storing and retrieving evidence and related data. These programs include courses in administrative law and procedures, office management, report preparation, organizational software, database software, physical and digital evidence properties, controlled storage and retrieval, investigative file inventories, case management, security systems, and communications skills."
3,Class,43.0119,43.01,Critical incident response/special police operations,,"This instructional program class comprises any program focusing on the principles and techniques for dealing with police emergencies such as hostage situations, bomb threats, barricades and terrorist incidents. These programs include courses in crisis management, command procedures, incident containment, information collection and debriefing, first responder negotiation, victim and criminal psychology, site survey and surveillance, special weapons and tactics, interagency communications and joint operations, pre-confrontation and contingency planning, assault and rescue operations, security and crowd control, media relations, and post-operation procedures."
3,Class,43.0120,43.01,Protective services operations,,"This instructional program class comprises any program focusing on the principles and techniques of providing physical security protection to clients in various environments and situations. These programs include courses in security intelligence and information resources, operations planning and surveying, operations security, weapons and explosives, defense and offense techniques, security and surveillance systems, communications systems, perimeter and access control, weapons of mass destruction, contingency planning, crowd control, cover and evacuation, combat and vehicle techniques, and applicable legal and administrative responsibilities."
3,Class,43.0121,43.01,Suspension and debarment investigation,,"This instructional program class comprises any program focusing on the principles and techniques for investigating criminal behaviour among government contractors and grantees at different levels. These programs include courses in financial fraud and money-laundering, auditing, computer investigations, legal concepts and applications, procurement law, non-procurement debarment, jurisdiction and lead agency, analytical methods, suspension, parallel proceedings, evidence protection, equitable considerations, investigative techniques, administrative and global solutions, case management and preparation."
3,Class,43.0122,43.01,Maritime law enforcement,,"This instructional program class comprises any program focusing on the application of law enforcement and security principles and procedures to the marine environment. These programs include courses in criminal and nautical law, nautical terminology, seamanship and vessel operation, vessel maintenance, navigation and navigation systems, meteorology, vessel and passenger safety, radar and remote sensing systems, communications systems, vessel pursuit and stop, boarding and arrest techniques, investigative and evidence techniques, weaponry and applications to specific situations such as piracy, drug trafficking and smuggling."
3,Class,43.0123,43.01,Cultural/archaeological resources protection,,"This instructional program class comprises any program focusing on the application of law enforcement principles and techniques to the protection of cultural resources and the investigation of related crimes. These programs include courses in cultural resources law, archaeological standards of value, site damage assessment, evidence collection, surveillance techniques, investigative techniques, case management and preparation."
3,Class,43.0199,43.01,"Criminal justice and corrections, other",,This instructional program class comprises any program not listed above that relates to Criminal justice and corrections.
2,Subseries,43.02,43.,Fire protection,,This subseries comprises instructional program classes 43.0201 to 43.0299.
3,Class,43.0201,43.02,Fire prevention and safety technology/technician,,"This instructional program class comprises any program focusing on the application of fire science and technology to problems of reducing fire risk, loss limitation, supervising substance removal, conducting safety inspections and investigations, and advising on matters of safety procedures and fire prevention policy. These programs include courses in fire behaviour, fire simulation, structural risk assessment, materials analysis, detection and suppression systems, smoke management, supply and evacuation, public education, legal aspects of fire prevention, and related research and communications methods."
3,Class,43.0202,43.02,Fire services administration,,"This instructional program class comprises any program focusing on the principles, theory, and practices associated with the management of fire operations, firefighting services, and community fire issues. These programs include courses in fire protection history and theory, incident command leadership, administration of public fire organizations, labour relations, emergency medical services management, fire emergency response strategies and mitigation, legal and regulatory responsibilities, budgeting, public relations, and organizational leadership."
3,Class,43.0203,43.02,Fire science/firefighting,,"This instructional program class comprises any program focusing on the theory and practice of fires and firefighting. These programs include courses in fire chemistry and physics, combustible materials, computer science, building construction, fire codes and related laws, fire hydraulics, fire command, fire prevention/inspection, fire protection systems, fire suppression systems, fire/arson investigation, occupational safety, equipment operation, emergency medicine and communications."
3,Class,43.0204,43.02,Fire systems technology,,"This instructional program class comprises any program focusing on the principles and practice of firefighting systems, building construction and related resources as applied to fire prevention, control, and mitigation. These programs include courses in fire hydraulics and dynamics, fire protection structures and systems design, fire behaviour and combustion, fire protection hydraulics and water supply, fire protection equipment and systems, building construction for fire protection, and fire apparatus."
3,Class,43.0205,43.02,Fire/arson investigation and prevention,,"This instructional program class comprises any program focusing on the theory and principles of fire combustion and behaviour applied to the analysis of fires and their causes. These programs include courses in fire behaviour and combustion, fire dynamics, hazardous materials chemistry, incendiary fire analysis, fire-related human behaviour, forensic procedures, investigative techniques, case management and case preparation."
3,Class,43.0206,43.02,Wildland/forest firefighting and investigation,,"This instructional program class comprises any program focusing on the application of fire science, firefighting and investigation to the prevention, control and mitigation of wildland fires and the analysis of causes. These programs include courses in fire science and behaviour, wildland environments, meteorology, wildland fire hydraulics and dynamics, water and chemical supply systems, wildland firefighting operations, airborne firefighting, firebreak engineering, communications systems, wildland arson, forensic procedures, wildland fire prevention, investigation techniques, case management and preparation."
3,Class,43.0299,43.02,"Fire protection, other",,This instructional program class comprises any program not listed above that relates to Fire protection.
2,Subseries,43.03,43.,"Security and protective services, specialized programs",,This subseries comprises instructional program classes 43.0302 to 43.0399.
3,Class,43.0302,43.03,Crisis/emergency/disaster management,,"This instructional program class comprises any program focusing on the application of the incident command system model to formulating and implementing effective response to natural and man-made disasters. These programs include courses in contingency planning, hazard and risk assessment, joint operations, law and ethics, emergency response and recovery, event mitigation, emergency rescue and medical operations, incident command, terrorism and national security issues, law enforcement, relief administration, volunteer and citizen coordination, public relations and applications to specific types of incidents."
3,Class,43.0399,43.03,"Security and protective services, specialized programs, other",,"This instructional program class comprises any program not listed above that relates to Security and protective services, specialized programs."
2,Subseries,43.04,43.,Security science and technology,,This subseries comprises instructional program classes 43.0401 to 43.0499.
3,Class,43.0401,43.04,"Security science and technology, general",,This instructional program class comprises any program that focuses on the general application of science and technology to security.
3,Class,43.0402,43.04,Criminalistics and criminal science,,"This instructional program class comprises any program that focuses on the application of clinical and criminal laboratory science, investigative techniques, and criminology to the reconstruction of crimes and the analysis of physical evidence. These programs include courses in laboratory science, laboratory procedures, criminology and police science, evidentiary testing and analysis, computer applications, record keeping, reconstruction techniques, evidence handling and storage, and applications to specific types of evidence and crimes."
3,Class,43.0403,43.04,Cyber/computer forensics and counterterrorism,,"This instructional program class comprises any program focusing on the principles and techniques used to identify, search, seize and analyse digital media and to conduct cyber investigations against criminal and terrorist activity. These programs include courses in computer boot processes and drives, jumper setting, file access and reconstruction, hacking, network systems, cryptography, programming, investigative techniques, forensic imagery, web-based investigation methods, cyberterrorism, and applicable laws and administrative procedures."
3,Class,43.0404,43.04,Cybersecurity defense strategy/policy,,"This instructional program class comprises any program that focuses on the study of strategy, policy, and standards regarding the security of, and operations in, cyberspace. These programs include courses in incident response, information assurance, recovery policies, vulnerability reduction, deterrence, threat reduction, and resiliency."
3,Class,43.0405,43.04,Financial forensics and fraud investigation,,"This instructional program class comprises any program focusing on the principles and techniques of conducting investigations into financial crime, terrorist activity, and the analysis and use of accounting data as evidence. These programs include courses in the principles of accounting, investigative auditing, computer investigations, accounting system documents and software, business corruption, criminal and terrorist financial networks, international money markets and movement, net worth analysis, financial fraud, exposing concealed assets, records seizure, fraud and money laundering statutes, fraud case initiation, case management, and case presentation."
3,Class,43.0406,43.04,Forensic science and technology,,"This instructional program class comprises any program that focuses on the application of the physical, biomedical, and social sciences to the analysis and evaluation of physical evidence, human testimony and criminal suspects. These programs include courses in forensic medicine, forensic dentistry, anthropology, psychology, entomology, pathology, forensic laboratory technology and autopsy procedures, DNA and blood pattern analysis, crime scene analysis, crime scene photography, fingerprint technology, document analysis, witness and suspect examination procedures, applicable law and regulations, and professional standards and ethics."
3,Class,43.0407,43.04,Geospatial intelligence,,"This instructional program class comprises any program that prepares individuals to analyse security and intelligence problems using a geographic perspective by relating human actions to cultural, political, economic, social, and physical landscapes. These programs include courses in aerial photography analysis, cartography, geographic information systems (GIS), physical geography, remote sensing, spatial programming, and quantitative methods in geographic research."
3,Class,43.0408,43.04,Law enforcement intelligence analysis,,"This instructional program class comprises any program focusing on the preparation of law enforcement personnel to perform intelligence and surveillance operations and to analyse and use data collected via such operations. These programs include courses in the intelligence cycle, information sources, data retrieval, digital investigation, financial investigations, document analysis, external sources, geographic information systems, link analysis, operation planning and security, case management, applicable law and regulations, and case preparation."
3,Class,43.0499,43.04,"Security science and technology, other",,This instructional program class comprises any program not listed above that relates to Security science and technology.
2,Subseries,43.99,43.,"Security and protective services, other",,This subseries comprises instructional program class 43.9999.
3,Class,43.9999,43.99,"Security and protective services, other",,This instructional program class comprises any program not listed above that relates to Security and protective services.
1,Series,44.,,Public administration and social service professions,,"This series comprises instructional programs that prepare individuals to analyse, manage, and deliver public programs and services."
2,Subseries,44.00,44.,"Human services, general",,This subseries comprises instructional program class 44.0000.
3,Class,44.0000,44.00,"Human services, general",,"This instructional program class comprises any program that focuses on the general study and provision of human and social services to individuals and communities and prepares individuals to work in public and private human services agencies and organizations. These programs include courses in the social sciences, psychology, principles of social service, human services policy, planning and evaluation, social services law and administration, and applications to particular issues, services, localities, and populations."
2,Subseries,44.02,44.,Community organization and advocacy,,This subseries comprises instructional program class 44.0201.
3,Class,44.0201,44.02,Community organization and advocacy,,"This instructional program class comprises any program that focuses on the theories, principles, and practice of organizing and providing services to communities. Prepares individuals to apply such knowledge and skills in community service positions."
2,Subseries,44.04,44.,Public administration,,This subseries comprises instructional program classes 44.0401 to 44.0499.
3,Class,44.0401,44.04,"Public administration, general",,"This instructional program class comprises any program that prepares individuals to serve as managers in the executive arm of government; and that focuses on the systematic study of executive organization and management. These programs include courses in the roles, development, and principles of public administration; the management of public policy; executive-legislative relations; public budgetary processes and financial management; administrative law; public personnel management; professional ethics; and research methods."
3,Class,44.0402,44.04,Public works management,,"This instructional program class comprises any program that focuses on public works management skills and public works operation. These programs include courses in accountability, budget, conflict resolution strategies, ethics, finance, human resources, labor and employee relations, and operations management."
3,Class,44.0403,44.04,Public transportation and infrastructure planning/studies,,"This instructional program class comprises any program that focuses on the economic, social, spatial, and environmental aspects of transportation and infrastructure planning. These programs include courses in economics, environmental analysis, geographic information systems (GIS), logistics, risk analysis, transportation economics, transportation evaluation, transportation planning, transportation policy, and urban transportation planning."
3,Class,44.0499,44.04,"Public administration, other",,This instructional program class comprises any program not listed above that relates to Public administration.
2,Subseries,44.05,44.,Public policy analysis,,This subseries comprises instructional program classes 44.0501 to 44.0599.
3,Class,44.0501,44.05,"Public policy analysis, general",,This instructional program class comprises any program that focuses on the systematic analysis of public policy issues and decision processes. These programs include courses in the role of economic and political factors in public decision making and policy formulation; microeconomic analysis of policy issues; resource allocation and decision modelling; cost/benefit analysis; statistical methods; and applications to specific public policy topics.
3,Class,44.0502,44.05,Education policy analysis,,"This instructional program class comprises any program that focuses on the systematic analysis of public policy issues related to education and educational systems at the local, provincial, national, and international levels. These programs include courses in social and cultural issues in education, contemporary educational policies, history of education, economics of education, international and comparative education, education and social change, educational research and evaluation methods, and applications to specific public policy topics."
3,Class,44.0503,44.05,Health policy analysis,,"This instructional program class comprises any program that focuses on the systematic analysis of public policy issues related to domestic and international health and health care systems. These programs include courses in contemporary health issues and policies, politics and economics of health care delivery, epidemiology, public health, comparative and global health, medical law and ethics, statistical methods, and applications to specific public policy topics."
3,Class,44.0504,44.05,International public policy analysis,,"This instructional program class comprises any program that focuses on the systematic analysis of public policy issues related to relationships among nations and among governments and non-governmental entities. These programs include courses in international politics, governance, financial policy, and security affairs; globalization; economic and social policies of developing nations; and applications to specific public policy topics such as labour and employment, immigration, and human rights."
3,Class,44.0580,44.05,Cannabis-related public policy analysis,CAN,"This instructional program class comprises any program that focuses on the systematic analysis of public policy and health policy issues and decision processes related to cannabis. These programs include courses in cannabis health issues and policies; the role of economic and political factors in cannabis related public decision making and policy formulation; research, evaluation and analysis methods; statistical methods; and applications to specific cannabis policy topics."
3,Class,44.0599,44.05,"Public policy analysis, other",,This instructional program class comprises any program not listed above that relates to Public policy analysis.
2,Subseries,44.07,44.,Social work,,This subseries comprises instructional program classes 44.0701 to 44.0799.
3,Class,44.0701,44.07,"Social work, general",,"This instructional program class comprises any program that prepares individuals for the professional practice of social welfare administration and counselling, and that focuses on the study of organized means of providing basic support services for vulnerable individuals and groups. These programs include courses in social welfare policy; case work planning; social counselling and intervention strategies; administrative procedures and regulations; and specific applications in areas such as child welfare and family services, probation, employment services, and disability counselling."
3,Class,44.0702,44.07,Youth services/administration,,"This instructional program class comprises any program that prepares individuals to plan, manage, and implement social services for children, youth, and families. These programs include courses in child development and psychology, adolescence, family studies, social work, social services administration, juvenile and family law, program and facilities planning, youth leadership, counselling, probation, casework, applicable procedures, and regulations, and professional standards and ethics."
3,Class,44.0703,44.07,Forensic social work,,"This instructional program class comprises any program that prepares individuals to serve as social workers in correctional facilities, mental health hospitals, the justice system, substance abuse treatment programs, and victim assistance. These programs include courses in forensic social work, criminal justice administration, domestic violence, ethics, juvenile justice systems, mental illness and crime, program evaluation, and research methods."
3,Class,44.0799,44.07,"Social work, other",,This instructional program class comprises any program not listed above that relates to Social work.
2,Subseries,44.99,44.,"Public administration and social service professions, other",,This subseries comprises instructional program class 44.9999.
3,Class,44.9999,44.99,"Public administration and social service professions, other",,This instructional program class comprises any program not listed above that relates to Public administration and social service professions.
1,Series,45.,,Social sciences,,"This series comprises instructional programs that focus on the systematic study of social systems, social institutions, and social behaviour."
2,Subseries,45.01,45.,General social sciences,,This subseries comprises instructional program classes 45.0101 to 45.0199.
3,Class,45.0101,45.01,"Social sciences, general",,"This instructional program class comprises any program that focuses on the general study of human social behaviour and social institutions using any of the methodologies common to the social sciences and/or history, or an undifferentiated program of study in the social sciences."
3,Class,45.0102,45.01,Research methodology and quantitative methods,,"This instructional program class comprises any program that focuses on the design of research studies, measurement of variables, data analysis, and formulation of models. These programs include courses in experimental, quasi-experimental, and case study methods; historical research; participant observation; questionnaire design; sampling theory; and statistical methods."
3,Class,45.0103,45.01,Survey research/methodology,,"This instructional program class comprises any program that focuses on survey research design to gather data about behaviours, demographics, opinions, and data analysis to answer complex questions. These programs include courses in the analysis of survey data, cross-cultural and multi-population survey methodology, data collection methods, modes of survey analysis, quantitative analysis, questionnaire design, research design, sampling, survey error, and structural equation modelling."
3,Class,45.0199,45.01,"General social sciences, other",,This instructional program class comprises any program not listed above that relates to General social sciences.
2,Subseries,45.02,45.,Anthropology,,This subseries comprises instructional program classes 45.0201 to 45.0299.
3,Class,45.0201,45.02,"Anthropology, general",,"This instructional program class comprises any program that focuses on the systematic study of human beings, their antecedents and related primates, and their cultural behaviour and institutions, in comparative perspective. These programs include courses in biological/physical anthropology, primatology, human paleontology and prehistoric archaeology, hominid evolution, anthropological linguistics, ethnography, ethnology, ethnohistory, sociocultural anthropology, psychological anthropology, research methods, and applications to areas such as medicine, forensic pathology, museum studies, and international affairs."
3,Class,45.0202,45.02,Physical and biological anthropology,,"This instructional program class comprises any program that focuses on the application of the biological sciences and anthropology to the study of the adaptations, variability, and the evolution of human beings and their living and fossil relatives. These programs include courses in anthropology, human and mammalian anatomy, cell biology, paleontology, human culture and behaviour, neuroscience, forensic anthropology, anatomical reconstruction, comparative anatomy, and laboratory science and methods."
3,Class,45.0203,45.02,Medical anthropology,,"This instructional program class comprises any program that focuses on biological, socio-cultural, psychological, and behavioural factors as they relate to health, illness, medical practices, and access to health care services. These programs include courses in ethno-medicine, urban health, international health, psychiatric and psychological anthropology, aging, and health and identity."
3,Class,45.0204,45.02,Cultural anthropology,,"This instructional program class comprises any program that focuses on the study of culture and the relationship of culture to other aspects of social life. These programs include courses in cultural anthropology, anthropological theory, ethnography, linguistics, and quantitative and qualitative research methods."
3,Class,45.0205,45.02,Forensic anthropology,,"This instructional program class comprises any program that focuses on the application of the biological sciences and skeletal anthropology in medicolegal death investigations. These programs include courses in biological anthropology theory, crime scene investigation, forensic anthropology field methods, forensic anthropological techniques and procedures, human anatomy, methods of human identification, mortuary archaeology, osteology, and taphonomy."
3,Class,45.0299,45.02,"Anthropology, other",,This instructional program class comprises any program not listed above that relates to Anthropology.
2,Subseries,45.03,45.,Archaeology,,This subseries comprises instructional program class 45.0301.
3,Class,45.0301,45.03,Archaeology,,"This instructional program class comprises any program that focuses on the systematic study of extinct societies, and the past of living societies, via the excavation, analysis and interpretation of their artifactual, human, and associated remains. These programs include courses in archaeological theory, field methods, dating methods, conservation and museum studies, cultural and physical evolution, and the study of specific past cultures."
2,Subseries,45.04,45.,Criminology,,This subseries comprises instructional program class 45.0401.
3,Class,45.0401,45.04,Criminology,,"This instructional program class comprises any program that focuses on the systematic study of crime as a sociopathological phenomenon, the behaviour of criminals, and the social institutions evolved to respond to crime. These programs include courses in the theory of crime, psychological and social bases of criminal behaviour, social value systems and the theory of punishment, criminal law and criminal justice systems, penology, rehabilitation and recidivism, studies of specific types of crime, social attitudes and policy, and applications to specific issues in law enforcement administration and policy."
